Jan 31, 2018    1,071.09    1,128.66    1,034.50    1,118.31    3,757,560,064   108,848,638,400
Jan 30, 2018    1,184.13    1,184.63    1,058.97    1,071.13    4,107,859,968   104,234,481,555
Jan 29, 2018    1,246.70    1,256.70    1,169.08    1,182.36    3,715,079,936   115,034,583,684
Jan 28, 2018    1,111.78    1,257.77    1,111.78    1,246.01    5,372,329,984   121,201,618,306
Jan 27, 2018    1,055.75    1,121.98    1,042.12    1,107.07    3,002,870,016   107,663,911,307
Jan 26, 2018    1,052.70    1,080.60    996.78  1,055.17    3,617,690,112   102,595,008,990
Jan 25, 2018    1,063.22    1,104.66    1,034.74    1,056.03    4,050,190,080   102,657,059,605
Jan 24, 2018    987.48  1,062.44    965.81  1,058.78    3,944,039,936   102,902,843,882
Jan 23, 2018    1,004.17    1,023.23    920.54  986.23  3,556,699,904   95,831,359,552
Jan 22, 2018    1,055.35    1,089.10    930.74  1,003.26    3,810,099,968   97,465,684,890
Jan 21, 2018    1,155.68    1,155.68    1,021.50    1,049.58    3,378,089,984   101,943,726,022
Jan 20, 2018    1,044.95    1,167.11    1,044.95    1,155.15    3,975,190,016   112,174,461,242
Jan 19, 2018    1,028.82    1,093.22    1,003.71    1,039.10    4,084,450,048   100,883,462,786
Jan 18, 2018    1,016.44    1,100.31    967.76  1,036.28    5,938,319,872   100,588,318,055
Jan 17, 2018    1,061.34    1,090.23    780.92  1,014.25    8,545,160,192   98,429,091,487
Jan 16, 2018    1,292.63    1,292.63    875.54  1,053.69    8,405,139,968   102,231,295,311
Jan 15, 2018    1,365.21    1,390.59    1,290.60    1,291.92    4,781,100,032   125,319,766,537
Jan 14, 2018    1,397.48    1,400.56    1,286.21    1,366.77    4,841,630,208   132,554,906,162
Jan 13, 2018    1,270.47    1,432.88    1,270.47    1,396.42    5,746,760,192   135,400,735,922
Jan 12, 2018    1,158.29    1,296.04    1,120.09    1,273.20    5,222,300,160   123,426,938,667
Jan 11, 2018    1,268.09    1,337.30    1,135.17    1,154.93    7,235,899,904   111,937,424,561
Jan 10, 2018    1,300.34    1,417.38    1,226.60    1,255.82    9,214,950,400   121,689,425,203
Jan 09, 2018    1,146.00    1,320.98    1,145.49    1,299.74    7,965,459,968   125,917,925,182
Jan 08, 2018    1,158.26    1,266.93    1,016.05    1,148.53    8,450,970,112   111,244,629,093
Jan 07, 2018    1,043.01    1,153.17    1,043.01    1,153.17    5,569,880,064   111,670,667,774
Jan 06, 2018    995.15  1,060.71    994.62  1,041.68    4,662,219,776   100,852,102,738
Jan 05, 2018    975.75  1,075.39    956.33  997.72  6,683,149,824   96,574,936,368
Jan 04, 2018    961.71  1,045.08    946.09  980.92  6,502,859,776   94,924,308,783
Jan 03, 2018    886.00  974.47  868.45  962.72  5,093,159,936   93,146,829,617
Jan 02, 2018    772.35  914.83  772.35  884.44  5,783,349,760   85,552,984,077
Jan 01, 2018    755.76  782.53  742.00  772.64  2,595,760,128   74,724,233,458
